10.1001/hyp.14465
10.1175/bams-d-19-0329.1
10.1175/jcli-d-19-1013.1
10.1175/jcli-d-21-0028.1
10.1175/jhm-d-15-0226.1
10.1175/jhm-d-17-0245.1
10.1175/jhm-d-20-0034.1
10.1175/jhm-d-20-0040.1
10.1175/jhm-d-20-0096.1
10.1175/jhm-d-20-0131.1
10.1177/0959683620972792
10.14430/arctic70869
10.15402/esj.v6i1.68178
10.20383/101.0275
10.22004/ag.econ.302498
10.22541/au.158880248.84807120
10.24908/cpp-apc.v2021i01.13176
10.3389/feart.2020.00278
10.3389/fendo.2021.611281
10.3389/fenvs.2020.556452
10.3389/fenvs.2022.915329
10.3390/agronomy10081112
10.3390/app10217937
10.3390/app10238364
10.3390/atmos10110682
10.3390/atmos11090937
10.3390/f11030304
10.3390/f11080829
10.3390/hydrology6040092
10.3390/ijgi10040207
10.3390/plants9101295
10.3390/rs11172033
10.3390/rs12030398
10.3390/rs12101543
10.3390/rs12182904
10.3390/rs12183101
10.3390/rs13030333
10.3390/rs13040806
10.3390/su11216178
10.3390/w12123353
10.3390/w12123370
10.3808/jei.201900416
10.3934/math.2019.6.1841
10.4230/lipics.swat.2018.12
10.48550/arxiv.2204.05345
10.5194/bg-17-3563-2020
10.5194/bg-17-361-2020
10.5194/bg-17-4261-2020
10.5194/esd-11-301-2020
10.5194/essd-10-1551-2018
10.5194/essd-12-1973-2020
10.5194/essd-13-1335-2021
10.5194/essd-13-2875-2021
10.5194/essd-13-5127-2021
10.5194/essd-2020-303
10.5194/essd-2021-68
10.5194/gi-9-293-2020
10.5194/gmd-13-1827-2020
10.5194/gmd-13-5401-2020
10.5194/gmd-14-1657-2021
10.5194/gmd-14-3295-2021
10.5194/gmd-2020-317
10.5194/gmd-2022-16
10.5194/hess-2020-335
10.5194/hess-2021-437
10.5194/hess-22-1157-2018
10.5194/hess-22-1593-2018
10.5194/hess-23-4933-2019
10.5194/hess-24-2083-2020
10.5194/hess-24-2141-2020
10.5194/hess-24-2731-2020
10.5194/hess-24-3077-2020
10.5194/hess-25-1117-2021
10.5194/hess-25-2869-2021
10.5194/hess-25-4455-2021
10.5194/hess-25-527-2021
10.5194/hess-25-5425-2021
10.5194/hess-26-2131-2022
10.5194/tc-12-759-2018
10.5194/tc-14-2795-2020
10.5194/tc-14-2925-2020
10.5194/tc-14-4279-2020
10.5194/tc-14-4687-2020
10.5194/tc-14-565-2020
10.5194/tc-15-1343-2021
10.5194/tc-15-3949-2021
10.5194/tc-15-743-2021
10.5194/tc-2020-248
10.5194/tc-2020-289
10.5194/tc-2022-38
10.5558/tfc2016-010
10.5683/sp2/zrgxq5
